Gene ID,Gene Name,proliferating embryo Ce,elongating embryo Ce,fully-elongated embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce,newly molted young adult hermaphrodite Ce,adult Ce,L2d-dauer molt Ce,dauer larva Ce,post dauer stage Ce
WBGene00000460,ceh-39,89,9,8,15,4,2,0.6,8,32,3,3,2
WBGene00000461,ceh-40,54,8,7,3,0.8,0.3,0.4,2,8,0.5,0.6,0.5
WBGene00000462,ceh-41,12,12,6,4,5,4,1,3,8,4,4,3
WBGene00000463,ceh-43,97,174,55,22,16,3,2,1,16,14,11,8
WBGene00000464,ceh-44,17,44,36,19,13,11,5,13,14,12,12,8
WBGene00000465,cpg-1,36,9,16,5,3,13,28,404,1830,10,7,5
WBGene00000466,cel-1,29,45,29,18,14,18,9,26,20,20,24,19
WBGene00000467,cep-1,22,4,5,6,4,11,4,27,19,11,15,12
WBGene00000468,ces-1,4,39,7,0.5,1,,0.1,,0.1,0.1,0.1,0.1
WBGene00000469,ces-2,26,766,42,3,0.4,,0.3,1,3,1,1,0.7
WBGene00000472,cey-1,548,1408,1144,1167,391,379,226,154,279,345,353,338
WBGene00000473,cey-2,235,17,54,4,11,63,191,732,1207,30,34,35
WBGene00000474,cey-3,100,14,21,1,11,41,78,387,349,34,34,35
WBGene00000475,cey-4,444,198,121,228,275,276,255,340,619,205,184,221
WBGene00000476,cfi-1,3,28,29,28,9,3,2,0.9,0.8,10,7,7
WBGene00000477,cft-1,0.6,0.1,4,2,4,2,0.8,1,0.4,1,2,2
WBGene00000478,cfz-2,38,88,62,24,10,2,0.8,0.8,5,9,6,5
WBGene00000479,cgh-1,146,84,76,206,49,119,93,555,911,65,68,51
WBGene00000480,cgp-1,85,32,42,44,23,20,15,35,65,31,24,21
WBGene00000481,cha-1,0.1,,5,11,4,2,1,1,0.5,7,5,5
WBGene00000482,chd-3,60,81,35,24,23,21,4,5,17,15,16,12
WBGene00000483,che-1,,7,2,1,0.1,,0.1,0.2,,0.6,0.3,0.4
WBGene00000484,che-2,0.8,7,9,6,2,0.6,0.5,0.3,0.1,2,2,1
WBGene00000485,che-3,0.9,4,7,3,2,0.7,0.4,0.5,0.2,2,3,2
WBGene00000487,che-6,0.4,0.1,1,1,,0.2,0.2,0.1,0.1,4,5,1
WBGene00000488,che-7,1,1,14,14,6,1,0.7,0.8,0.3,6,5,4
WBGene00000490,che-11,1,5,10,5,2,1,0.4,0.5,0.1,3,3,2
WBGene00000491,che-12,2,6,11,8,4,1,0.6,0.7,0.3,5,4,3
WBGene00000492,che-13,1,18,11,5,3,1,1,0.8,0.3,4,3,3
WBGene00000493,che-14,3,21,18,2,12,7,4,1,0.4,2,0.6,1
WBGene00000496,chs-1,3,1,2,0.9,2,5,6,86,131,3,3,1
WBGene00000497,chs-2,2,6,45,1,16,4,2,1,1,2,2,2
WBGene00000498,chk-1,43,9,5,2,8,12,4,22,50,6,8,10
WBGene00000499,chk-2,4,0.7,2,2,2,4,2,10,7,2,4,2
WBGene00000500,chn-1,51,57,36,14,13,19,11,44,29,31,27,24
WBGene00000501,cho-1,1,,5,18,8,3,1,1,1,15,12,9
WBGene00000502,chp-1,49,25,26,13,33,37,16,45,26,24,29,18
WBGene00000503,cht-1,530,111,61,66,8,2,2,2,89,4,2,0.6
WBGene00000506,cic-1,23,24,19,10,11,10,5,18,13,11,13,9
WBGene00000507,cit-1.1,18,25,20,27,10,14,3,14,16,10,15,12
WBGene00000508,cit-1.2,46,61,49,80,29,27,8,24,33,36,43,33
WBGene00000509,cka-1,12,19,22,40,12,17,8,23,19,21,23,17
WBGene00000510,cka-2,0.7,8,18,23,14,9,3,3,2,27,16,13
WBGene00000511,ckb-1,2,8,5,3,6,9,2,3,1,7,5,5
WBGene00000512,ckb-2,15,8,7,3,6,25,11,9,4,13,3,3
WBGene00000513,ckb-3,0.1,,2,0.9,1,,0.2,0.4,,,0.1,
WBGene00000514,ckb-4,13,20,13,4,9,16,5,6,4,5,4,6
WBGene00000515,ckc-1,5,7,7,5,13,28,10,17,4,9,6,7
WBGene00000516,cki-1,27,419,119,19,21,15,7,4,4,15,9,10
WBGene00000517,cki-2,24,28,24,21,7,12,5,17,27,18,17,13
WBGene00000518,ckk-1,3,6,14,43,13,4,2,3,1,11,9,6
WBGene00000519,cku-70,20,8,9,10,9,10,5,17,20,6,9,6
WBGene00000520,cku-80,21,6,6,7,8,8,3,19,16,9,13,11
WBGene00000521,cky-1,2,9,21,0.5,9,3,0.4,0.1,0.1,0.3,0.1,
WBGene00000522,clc-1,0.1,2,9,15,15,27,17,19,15,23,5,8
WBGene00000523,clc-2,6,66,24,8,12,14,1,3,3,13,4,8
WBGene00000524,clc-3,2,5,21,13,15,8,5,4,4,11,7,5
WBGene00000525,clc-4,,,0.1,1,0.2,,0.2,0.8,0.3,,0.1,0.1
WBGene00000526,clc-5,7,95,43,15,13,12,1,3,2,15,7,8
WBGene00000527,cle-1,2,18,26,32,15,10,4,13,11,13,6,5
WBGene00000528,clh-1,2,4,18,44,11,24,6,15,26,56,61,51
WBGene00000529,clh-2,0.9,,3,18,7,3,1,0.8,0.7,18,18,11
WBGene00000530,clh-3,3,0.6,2,6,3,5,2,5,9,13,20,15
WBGene00000531,clh-4,,,1,8,3,2,1,0.9,0.5,0.7,0.8,0.7
WBGene00000532,clh-5,30,43,28,25,23,26,8,25,28,16,17,15
WBGene00000533,clh-6,11,11,6,7,7,8,5,13,13,7,7,6
WBGene00000534,cpi-2,236,386,280,104,203,110,135,115,344,795,356,263
WBGene00000535,cpi-1,2,2,12,39,22,54,77,92,137,238,132,68
WBGene00000536,clk-1,37,41,29,29,31,30,16,29,19,31,44,25
WBGene00000537,clk-2,5,15,7,6,8,9,3,17,17,11,14,12
WBGene00000539,cln-3.1,0.2,2,4,0.2,6,9,3,6,2,1,0.4,1
WBGene00000540,cln-3.2,9,12,8,8,6,7,3,6,8,10,10,7
WBGene00000541,cln-3.3,2,2,15,6,7,19,5,5,1,9,8,12
WBGene00000542,clp-1,25,17,63,136,78,84,26,36,62,257,145,58
WBGene00000543,clp-2,11,19,14,8,11,13,3,16,11,12,11,8
WBGene00000544,clp-3,2,0.1,1,0.2,0.6,0.5,1,2,1,0.6,0.7,0.2
WBGene00000545,clp-4,6,9,18,38,16,15,5,7,13,53,39,22
WBGene00000546,clp-6,0.4,,0.3,0.1,0.3,1,2,5,2,0.5,0.5,0.2
WBGene00000547,clp-7,8,16,42,13,16,29,12,26,29,26,22,12
WBGene00000548,clr-1,38,87,70,51,27,19,4,23,31,26,27,18
WBGene00000549,cls-2,53,35,32,27,36,38,13,34,56,27,26,27
WBGene00000550,clu-1,22,65,67,31,81,72,16,66,60,36,35,35
WBGene00000551,clx-1,,,,1,,,0.1,,,0.3,0.4,
WBGene00000552,cmd-1,370,333,765,1433,332,377,171,113,186,302,280,214
WBGene00000553,cmk-1,3,13,51,63,14,5,2,2,2,14,14,13
WBGene00000554,cnb-1,19,95,146,155,56,42,28,21,15,72,50,50
WBGene00000555,cnc-1,,,,,0.1,,0.3,,1,0.9,6,1
WBGene00000556,cnc-2,,,2,0.8,4,4,3,6,3,0.3,0.1,0.2
WBGene00000557,cnc-3,0.9,4,66,5,75,47,17,4,12,5,2,2
WBGene00000558,cnc-4,0.1,,12,10,28,8,45,8,42,1,1,0.2
WBGene00000559,cnc-5,,,,,,,,,,12,17,12
WBGene00000560,cnc-6,,,2,7,2,0.3,,0.3,8,63,54,158
WBGene00000561,cnd-1,28,112,21,2,6,0.4,0.3,0.1,0.6,4,6,2
WBGene00000562,cng-1,2,3,3,1,0.9,0.4,0.4,0.5,0.4,0.3,0.6,0.4
WBGene00000563,cng-3,0.2,,2,1,0.2,0.6,0.2,0.3,,0.8,0.7,0.6
WBGene00000564,cnk-1,24,25,20,35,9,8,5,9,18,11,10,7
WBGene00000565,cnt-1,17,18,29,15,22,18,6,12,27,21,14,11
WBGene00000566,cnt-2,39,44,45,16,13,10,5,11,19,13,10,8
WBGene00000567,cnx-1,133,137,129,79,90,101,43,97,76,90,123,86
WBGene00000583,cof-2,1,12,12,4,6,3,2,2,0.7,2,2,1
WBGene00000584,cog-1,3,20,21,18,4,5,3,1,0.9,7,7,4
WBGene00000585,cogc-2,10,32,14,6,13,20,10,29,18,12,14,11
WBGene00000591,coh-1,64,107,52,24,14,9,3,7,17,11,10,7
WBGene00000592,coh-3,12,4,3,2,2,8,4,18,17,5,13,7
WBGene00000593,col-2,0.2,,0.3,,,0.4,0.6,0.6,0.2,6951,51,15
WBGene00000594,col-3,,,5,2,2,11,2,1,,0.5,1,0.8
WBGene00000596,col-7,,,0.2,,,0.4,8,13,1,0.3,0.3,0.6
WBGene00000597,col-8,0.4,,0.6,1,0.2,1,59,915,594,3,2,0.3
WBGene00000598,col-9,0.2,,0.5,0.1,,,0.2,,,1,0.2,
WBGene00000599,col-10,2,2,261,26,440,786,524,32,11,234,11,8
WBGene00000601,col-12,0.1,,9,0.6,13,44,183,41,5,2,0.8,0.1
WBGene00000602,col-13,0.1,,1,0.1,10,48,72,33,3,1,0.7,0.2
WBGene00000603,col-14,5,1,123,2,71,84,433,29,8,222,3,3
WBGene00000606,col-17,0.1,,0.5,,1243,213,272,9,6,3,2,0.7
WBGene00000608,col-19,,,0.2,0.6,0.5,2,143,1150,710,4,1,0.1
WBGene00000609,col-20,,,,0.2,0.8,2,116,1145,803,3,1,
WBGene00000610,col-33,0.4,,6,,4,0.4,3,0.4,0.1,82,6,0.8
WBGene00000611,col-34,4,2,47,12,52,13,56,7,7,57,9,6
WBGene00000612,col-35,,,0.8,0.2,,0.2,0.1,,0.1,115,4,1
WBGene00000613,col-36,0.1,,0.7,0.1,0.4,1,0.4,0.3,0.2,1308,85,9
WBGene00000614,col-37,,,,,,0.2,0.6,0.4,,2790,41,11
WBGene00000615,col-38,4,0.4,1,0.4,0.8,228,1165,50,23,2,3,1
WBGene00000616,col-39,2,0.6,18,117,51,203,166,96,18,10,4,3
WBGene00000617,col-40,,,0.3,,,0.1,0.8,0.3,0.2,4527,44,12
WBGene00000618,col-41,0.4,0.3,0.6,0.7,610,74,11,1,2,3,1,0.5
WBGene00000620,col-43,0.3,0.5,0.5,,,2,4,2,3,1344,80,8
WBGene00000621,col-44,,,0.6,0.1,,,0.4,0.2,,211,6,1
WBGene00000622,col-45,,,0.3,0.2,,0.3,0.3,0.5,0.3,93,8,3
WBGene00000623,col-46,0.7,0.6,2,0.1,35,12,2,0.2,0.1,3,0.2,0.3
WBGene00000624,col-47,,0.3,1,0.1,4,3,1,,,0.6,0.4,
WBGene00000625,col-48,6,3,157,1,98,66,429,14,10,175,6,4
WBGene00000626,col-49,,,0.1,0.2,0.4,29,437,14,7,0.7,0.1,0.2
WBGene00000627,col-50,,,0.2,,,,0.3,,,362,33,9
WBGene00000628,col-51,,,0.5,0.1,,0.1,0.5,0.2,0.1,1352,18,7
WBGene00000629,col-52,0.4,0.1,0.5,4,,0.1,0.2,,,0.6,,0.1
WBGene00000630,col-53,2,1,9,5,3,2,1,1,0.7,2,0.8,0.5
WBGene00000631,col-54,0.2,,20,0.1,49,36,6,0.3,0.2,0.1,0.2,
WBGene00000632,col-55,,,0.4,0.1,0.1,,0.3,0.3,,,0.1,
WBGene00000633,col-56,0.3,2,12,0.2,0.8,0.2,0.6,,,0.5,,
WBGene00000634,col-58,0.2,,16,0.5,11,7,36,3,0.7,2,0.1,
WBGene00000636,col-60,0.3,,0.4,0.2,0.4,1,208,27,5,0.2,0.4,0.3
WBGene00000637,col-61,0.1,,2,0.7,3,2,5,0.9,0.2,12,0.5,0.2
WBGene00000638,col-62,,,,0.2,,0.2,4,7,0.6,0.2,0.4,0.8
WBGene00000639,col-63,3,0.2,1,0.1,0.2,21,349,15,9,,0.1,
WBGene00000640,col-64,0.5,2,0.8,0.5,,0.2,0.7,0.2,0.3,0.9,0.5,0.2
WBGene00000641,col-65,3,0.4,179,3,80,22,129,9,4,19,1,0.5
WBGene00000644,col-68,2,3,9,0.2,2,2,9,2,1,18,2,0.8
WBGene00000645,col-69,0.2,0.3,10,2,4,2,3,0.7,0.3,0.5,0.2,0.2
WBGene00000646,col-70,0.2,,0.2,0.1,0.1,0.1,5,0.7,0.4,,,
WBGene00000647,col-71,0.4,0.9,0.9,0.1,2,73,683,21,13,0.8,2,1
WBGene00000648,col-72,,,0.4,0.8,,,0.2,,0.1,176,4,1
WBGene00000649,col-73,,,0.3,,563,218,1064,34,16,3,2,0.9
WBGene00000650,col-74,24,5,1139,4,0.2,0.5,1,0.5,1,,0.2,0.3
WBGene00000651,col-75,0.1,0.8,5,0.2,2,0.3,0.8,,,0.5,,
WBGene00000652,col-76,31,295,110,3,27,19,15,8,6,27,17,22
WBGene00000653,col-77,0.3,,99,2,69,72,927,59,22,6,0.8,0.2
WBGene00000654,col-78,0.2,,0.6,0.1,,,,,,0.6,,
WBGene00000655,col-79,,0.2,0.5,0.5,7,30,48,2,0.9,0.1,0.4,0.1
WBGene00000656,col-80,0.2,0.9,2,66,7,81,114,1010,844,12,3,0.9
WBGene00000657,col-81,0.2,0.4,0.3,0.3,0.5,2,282,877,129,3,0.2,0.5
WBGene00000658,col-83,1,,1,0.1,0.4,0.2,0.7,0.3,0.2,3,3,1
WBGene00000659,col-84,2,0.8,0.6,0.3,0.3,0.6,0.4,0.4,1,391,32,3
WBGene00000660,col-85,,0.7,0.6,0.1,,0.1,0.5,0.2,0.4,955,19,6
WBGene00000661,col-86,2,,0.6,0.1,,0.1,0.1,0.2,0.3,1,0.5,0.1
WBGene00000662,col-87,0.3,,0.3,0.3,,0.1,0.2,,,2,0.3,
WBGene00000663,col-88,0.2,,0.4,0.1,0.1,0.4,313,22,6,,0.1,
WBGene00000664,col-89,3,0.5,21,1,8,3,23,3,1,113,14,6
WBGene00000665,col-90,0.3,0.1,0.2,0.1,602,178,65,5,2,2,1,0.4
WBGene00000666,col-91,0.1,,3,17,16,31,147,19,4,1,0.5,
WBGene00000667,col-92,,,1,2,34,115,133,105,39,2,0.8,0.3
WBGene00000668,col-93,0.2,,0.7,5,36,128,180,460,402,6,2,1
WBGene00000669,col-94,0.2,,15,73,44,46,70,59,44,7,4,0.6
WBGene00000670,col-95,,,0.1,0.2,0.1,0.4,7,25,363,0.5,0.6,0.1
WBGene00000671,col-96,0.1,,0.4,0.3,0.4,0.4,15,29,23,0.2,0.2,0.1
WBGene00000672,col-97,8,0.1,167,0.7,119,87,695,25,17,212,5,2
WBGene00000673,col-98,0.1,0.9,3,70,99,231,88,317,245,39,11,5
WBGene00000674,col-99,9,24,24,2,6,4,2,0.7,1,2,1,1
WBGene00000675,col-101,0.3,0.5,0.7,4,0.9,3,19,294,683,11,9,0.6
WBGene00000676,col-102,,,,,,0.1,0.2,0.1,,288,12,3
WBGene00000677,col-103,0.9,1,3,92,130,214,96,285,206,42,19,10
WBGene00000678,col-104,3,,107,1,57,61,541,21,8,124,4,1
WBGene00000679,col-105,0.2,3,12,0.1,1,,0.6,,,2,0.4,
WBGene00000680,col-106,,,0.2,0.1,0.3,1,177,548,790,5,2,0.2
WBGene00000681,col-107,2,0.6,223,47,292,164,642,18,12,204,91,62
WBGene00000682,col-108,,,,0.2,,0.1,0.5,0.1,,1579,14,3
WBGene00000683,col-109,3,0.6,90,1,58,48,312,8,6,203,3,2
WBGene00000684,col-110,0.8,0.7,1,1,1,40,41,2,1,0.3,0.3,0.5
WBGene00000685,col-111,4,4,16,0.3,59,9,72,4,4,36,4,2
WBGene00000687,col-113,1,1,43,0.9,13,9,83,7,2,23,1,0.6
WBGene00000688,col-114,,,0.4,,0.2,0.2,0.7,0.1,0.1,84,6,0.8
WBGene00000689,col-115,0.7,0.1,24,2,18,7,28,2,0.6,0.8,0.1,0.2
WBGene00000690,col-116,,,0.4,,,0.1,0.4,0.5,1,3,0.5,
WBGene00000691,col-117,,,3,1,2,9,2,0.7,,0.2,0.2,0.2
WBGene00000692,col-118,1,3,28,18,32,31,61,31,12,25,8,5
WBGene00000693,col-119,0.5,0.6,0.8,1,0.6,3,153,1150,1999,2,2,0.4
WBGene00000694,col-120,0.3,0.4,0.5,1,0.2,1,193,26,4,2,1,2
WBGene00000695,col-121,40,419,172,0.4,0.1,0.1,0.3,0.3,0.6,,,0.1
WBGene00000696,col-122,0.4,,1,1,1,4,562,946,2016,1,3,0.4
WBGene00000697,col-123,0.1,0.5,0.7,0.6,0.6,0.3,0.6,0.6,0.1,59,7,1
WBGene00000698,col-124,0.4,0.2,0.6,0.1,0.8,6,417,1661,1294,4,2,0.6
WBGene00000699,col-125,6,,148,5,368,375,674,43,18,10,4,4
WBGene00000700,col-126,,,,,,,0.1,,,,,
WBGene00000702,col-128,0.5,0.7,1,,33,23,1,0.4,,3,0.5,0.2
WBGene00000703,col-129,,,0.1,2,1,2,272,951,223,2,1,0.9
WBGene00000704,col-130,2,,42,3,34,52,349,16,6,3,1,0.6
WBGene00000705,col-131,0.2,1,34,,29,3,12,0.6,0.2,10,0.4,
WBGene00000706,col-132,0.3,,0.6,0.1,,0.3,0.3,,0.2,,,0.1
WBGene00000707,col-133,,,0.3,,5,91,582,95,18,0.1,,0.2
WBGene00000708,col-135,0.1,0.1,0.2,,0.1,0.2,2,7,29,,,
WBGene00000710,col-137,,,0.1,0.1,,0.3,49,9,1,,0.1,0.1
WBGene00000711,col-138,,0.1,0.9,0.2,1,63,906,24,14,1,0.8,0.2
WBGene00000712,col-139,,,0.8,,0.6,2,312,926,215,2,1,0.4
WBGene00000713,col-140,0.1,,0.2,0.3,1,3,499,2104,1587,2,2,0.3
WBGene00000714,col-141,,0.3,0.4,0.3,2,3,3,3,0.3,2,0.9,0.1
WBGene00000715,col-142,,,0.3,0.9,2,65,41,217,69,3,2,0.7
WBGene00000716,col-143,,,0.3,0.1,0.1,0.6,23,360,608,2,1,0.3
WBGene00000717,col-144,0.6,0.2,122,42,249,476,246,31,12,494,3,4
WBGene00000718,col-145,,,9,2,5,104,273,23,6,6,0.4,0.5
WBGene00000719,col-146,,,0.5,0.4,3,33,38,13,3,1,0.3,0.2
WBGene00000720,col-147,,,4,32,41,143,66,46,7,11,4,2
WBGene00000721,col-148,,,0.3,0.5,,0.1,1,0.2,,0.1,0.1,0.1
WBGene00000722,col-149,,1,0.3,0.4,190,510,38,84,9,33,6,2
WBGene00000723,col-150,,2,2,3,5,27,47,16,3,591,20,12
WBGene00000724,col-151,,0.2,0.7,1,0.2,0.1,,0.2,0.1,62,6,3
WBGene00000725,col-152,,0.4,0.4,0.1,,0.2,10,1,0.2,0.6,0.6,0.3
WBGene00000726,col-153,1,0.1,3,10,17,12,4,5,3,4,5,5
WBGene00000727,col-154,0.3,0.2,6,0.7,28,36,50,4,1,3,2,3
WBGene00000728,col-155,3,,5,2,19,32,97,21,13,0.6,0.3,0.2
WBGene00000729,col-156,,,2,0.5,35,41,77,6,2,1,0.3,0.2
WBGene00000730,col-157,0.1,,5,0.1,13,23,95,7,2,0.9,0.4,0.2
WBGene00000731,col-158,0.5,2,0.4,0.1,2,4,0.8,0.9,4,1125,87,11
WBGene00000732,col-159,0.1,,1,2,20,113,268,264,75,3,0.8,0.7
WBGene00000733,col-160,2,,13,206,125,309,142,680,389,19,9,4
WBGene00000734,col-161,,,0.3,0.5,16,39,317,30,7,0.8,0.7,0.5
WBGene00000735,col-162,0.3,,0.1,,9,20,153,12,4,0.4,0.3,
WBGene00000736,col-163,0.4,,0.4,0.2,,0.1,0.1,,0.1,8,1,0.3
WBGene00000737,col-164,,,0.2,,,,,,,61,4,0.6
WBGene00000738,col-165,28,6,1346,4,1,0.1,1,0.1,0.9,0.8,1,0.4
WBGene00000739,col-166,3,0.4,91,33,268,300,53,20,11,237,10,8
WBGene00000740,col-167,2,,62,29,254,197,120,14,5,107,4,3
WBGene00000741,col-168,0.1,,12,3,53,74,52,4,2,4,0.8,0.6
WBGene00000742,col-169,,,13,2,73,195,37,6,1,24,2,2
WBGene00000743,col-170,,,2,0.4,10,40,22,3,1,0.8,0.1,0.2
WBGene00000744,col-171,,,0.2,,,0.2,0.4,,,0.9,0.1,
WBGene00000745,col-172,0.8,2,24,0.3,15,3,8,0.5,0.2,13,0.7,0.7
WBGene00000746,col-173,,0.5,3,,58,8,33,2,1,25,1,0.3
WBGene00000747,col-174,1,7,15,0.1,7,2,14,1,0.2,39,2,0.9
WBGene00000748,col-175,0.4,,0.2,0.1,,57,600,25,10,0.7,2,0.5
WBGene00000749,col-176,0.5,0.2,0.5,14,27,214,15,2,2,60,20,7
WBGene00000750,col-177,0.2,2,8,4,2,0.8,1,1,0.1,3,1,0.9
WBGene00000751,col-178,,,,0.2,0.3,1,121,803,513,4,2,0.6
WBGene00000752,col-179,,,,0.1,,0.8,15,217,140,0.4,0.2,
WBGene00000753,col-180,2,,18,0.1,54,115,276,24,6,17,3,2
WBGene00000754,col-181,0.4,0.6,0.8,1,0.4,3,262,1247,1201,3,1,0.6
WBGene00000755,col-182,0.9,,35,1,16,8,40,1,0.4,2,0.1,
WBGene00000756,col-183,,,,,,0.1,0.5,0.2,0.2,1657,46,14
WBGene00000757,col-184,,,,0.4,1,3,207,589,605,6,3,0.6
WBGene00000758,col-185,,,,,,,0.1,0.2,,441,8,2
WBGene00000759,col-186,0.9,0.6,7,1,5,3,4,2,0.5,4,0.8,0.4
WBGene00000760,col-187,0.1,,2,0.1,0.5,,0.6,0.2,,0.2,0.3,0.1
WBGene00000761,coq-1,8,26,28,22,26,36,14,31,14,29,19,19
WBGene00000762,coq-2,10,13,11,13,16,15,6,14,17,19,21,20
WBGene00000763,coq-3,17,18,13,14,13,14,12,13,14,13,17,16
WBGene00000764,coq-4,14,9,6,13,12,12,8,13,13,11,14,9
WBGene00000765,coq-5,25,34,17,9,34,41,25,42,24,16,12,17
WBGene00000766,coq-6,26,26,23,23,28,32,16,27,22,20,18,13
WBGene00000767,coq-8,12,23,17,11,31,38,12,30,21,11,13,12
WBGene00000768,cor-1,5,17,60,16,27,25,10,7,4,23,14,8
WBGene00000770,cpb-1,6,1,3,1,0.8,23,3,24,33,1,1,0.6
WBGene00000771,cpb-2,1,0.2,0.6,0.2,,8,5,4,4,,0.1,
WBGene00000772,cpb-3,45,6,9,1,3,16,7,46,65,5,7,5
WBGene00000773,cpf-1,46,27,14,4,14,23,11,42,50,11,14,14
WBGene00000774,cpf-2,80,29,19,4,15,9,4,14,25,10,11,11
WBGene00000775,cpin-1,4,43,9,5,8,11,4,9,2,3,13,7
WBGene00000776,cpl-1,97,407,267,217,560,378,452,826,1258,361,503,737
WBGene00000777,cpn-1,79,38,27,5,32,67,100,140,161,76,62,55
WBGene00000778,cpn-2,16,195,83,1,19,17,25,4,1,4,2,1
WBGene00000779,cpn-3,88,579,730,201,430,700,648,358,326,693,289,85
WBGene00000780,cpn-4,6,3,19,16,75,92,78,60,40,50,31,18
WBGene00000781,cpr-1,0.2,,6,31,346,438,116,127,1033,38,3,12
WBGene00000782,cpr-2,0.1,,0.4,111,1,0.3,0.1,,1,8,11,5
WBGene00000783,cpr-3,,,0.9,9,8,18,2,6,9,3,1,4
WBGene00000784,cpr-4,0.9,0.1,9,22,411,674,124,113,503,85,9,41
WBGene00000785,cpr-5,0.8,,16,12,681,734,149,236,105,12,3,19
WBGene00000786,cpr-6,18,98,54,197,578,225,300,240,608,161,213,176
WBGene00000787,cps-6,13,12,18,40,57,50,34,41,27,48,234,133
WBGene00000788,cpz-1,14,175,41,126,293,120,263,146,249,119,132,105
WBGene00000789,cpz-2,3,21,60,154,160,148,65,42,23,56,72,85
WBGene00000792,crb-1,12,57,25,4,8,3,1,1,2,3,2,1
WBGene00000793,crh-1,15,10,17,134,23,11,11,11,23,18,13,15
WBGene00000794,crn-1,161,18,18,4,28,23,11,57,90,16,14,13
WBGene00000795,crn-2,16,16,12,11,11,9,5,10,8,8,19,14
WBGene00000796,crn-3,17,31,24,19,19,23,5,30,30,21,50,45
WBGene00000797,crn-4,34,2,4,4,2,3,3,8,14,1,0.7,1
WBGene00000798,crn-5,38,38,17,6,12,15,8,21,19,23,28,25
WBGene00000799,crn-6,24,14,7,2,15,9,4,7,4,3,2,5
WBGene00000800,cars-1,43,45,40,36,64,45,22,45,49,28,42,34
WBGene00000802,crt-1,1497,1506,985,436,1804,1904,771,595,787,481,572,709
WBGene00000803,csb-1,12,8,5,7,4,2,1,4,9,2,3,2
WBGene00000804,csc-1,97,9,8,0.6,4,6,6,20,66,6,4,6
WBGene00000812,csk-1,47,67,56,14,21,15,8,22,29,13,12,9
WBGene00000813,csn-1,44,30,18,14,21,23,8,31,28,20,17,14
WBGene00000814,csn-2,63,70,45,34,29,45,21,55,36,48,57,44
WBGene00000815,csn-3,51,39,22,9,17,25,10,38,30,23,16,18
WBGene00000816,csn-4,56,21,22,6,22,18,11,30,41,22,20,19
WBGene00000817,csn-5,60,43,24,18,27,30,19,53,57,35,31,31
WBGene00000818,csn-6,58,32,20,6,20,23,14,35,50,18,23,19
WBGene00000819,csp-1,0.1,0.2,0.5,2,0.2,0.2,0.6,0.9,0.6,0.2,1,0.4
WBGene00000820,csp-2,1,0.1,0.8,4,0.7,0.8,1,1,0.2,2,3,2
WBGene00000821,csp-3,0.1,,0.2,0.1,,0.6,,0.2,,,,
WBGene00000822,csq-1,6,22,152,299,200,236,120,102,65,463,350,214
WBGene00000829,ctb-1,563,2663,2037,2337,1890,4838,308,2541,109,3108,2263,2202
WBGene00000830,ctl-1,3,13,11,0.7,2,1,0.1,0.6,0.5,9,20,12
WBGene00000831,ctl-2,24,91,96,63,44,49,25,16,45,156,102,96
WBGene00000832,ctn-1,9,24,38,34,15,10,4,3,6,12,25,17
WBGene00000833,cts-1,464,321,386,434,813,943,283,513,465,341,290,298
WBGene00000834,cua-1,19,11,16,13,19,19,8,21,24,39,19,13
WBGene00000835,cuc-1,56,176,249,2,193,197,257,114,61,95,56,55
WBGene00000836,cul-1,94,27,23,22,26,27,9,26,61,25,22,17
WBGene00000837,cul-2,92,67,63,64,38,34,18,51,87,35,33,27
WBGene00000838,cul-3,54,63,46,31,27,30,18,48,88,27,25,21
WBGene00000839,cul-4,22,37,18,9,18,18,5,26,18,17,22,16
WBGene00000840,cul-5,25,35,43,14,22,18,8,23,21,25,30,22
WBGene00000841,cul-6,0.6,1,3,2,3,5,3,3,1,2,2,2
WBGene00000843,cup-2,120,134,80,31,75,78,61,72,83,50,41,38
WBGene00000845,cup-4,1,31,24,7,8,13,5,6,2,14,4,3
WBGene00000846,cup-5,30,21,17,16,11,12,6,26,28,13,10,10
WBGene00000851,cut-1,0.6,0.1,0.3,,,0.4,0.3,0.2,0.1,821,30,4
WBGene00000853,cut-6,5,11,69,1,4,1,0.9,0.3,0.2,25,8,4
WBGene00000854,cux-7,15,36,18,12,14,20,5,20,17,18,21,18
WBGene00000857,cwn-1,15,94,59,8,15,13,6,6,3,9,8,7
WBGene00000858,cwn-2,11,111,58,14,15,5,3,1,0.7,11,10,10
WBGene00000859,cwp-1,,,,0.2,,,0.2,,,,,
WBGene00000860,cwp-2,,,0.5,0.5,,0.2,0.4,,0.2,,0.2,0.1
WBGene00000861,cwp-3,,,0.4,0.5,,,,,,,0.3,
WBGene00000862,cwp-4,,,3,13,6,1,0.6,0.4,0.4,0.4,0.2,0.1
WBGene00000863,cya-1,101,125,35,7,14,11,7,30,39,6,9,7
WBGene00000864,cya-2,0.6,0.5,1,0.4,0.2,0.6,0.7,1,0.9,0.4,1,0.8
WBGene00000865,cyb-1,724,154,81,4,15,34,49,136,359,15,17,12
WBGene00000866,cyb-2.1,57,6,12,2,0.8,3,3,49,74,3,4,3
WBGene00000867,cyb-2.2,106,10,20,2,2,4,6,81,98,4,4,4
